// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).




















1,16093,1000
1,500013,1000
1,500014,1000
1,500017,1000
1,510006,1000
1,510019,1000
1,510020,1000
1,510022,1000
1,530006,1000

1,540011,1000
1,550007,1000
1,550012,1000
1,550013,1000
1,550014,1000

1,560002,1000
1,560008,1000
1,560009,1000

1,580009,1000
1,590003,1000
1,590011,1000
1,590012,1000
1,600009,1000
1,610003,1000
1,610008,1000
1,610009,1000
1,620004,1000
1,640011,1000
1,640012,1000
1,640004,1000
1,650004,1000
1,700003,1000
1,700013,1000
1,700018,1000
1,700019,1000
1,32350,800
1,32351,800
1,28700,800
1,28701,800
1,28702,800
1,28703,800
1,28705,800
1,28706,800
1,28717,800
1,28721,800
1,28725,800
1,28745,800
1,28755,800
1,28762,800
1,28763,800
1,28764,800
1,28765,800
1,28766,800
1,28767,800
1,28768,800
1,28600,800
1,28601,800
1,28602,800
1,28604,800
1,28605,800
1,28606,800
1,28608,800
1,28612,800
1,28618,800
1,28619,800
1,28626,800
1,28629,800
1,28200,800
1,28201,800
1,28202,800

1,28223,800
1,28224,800
1,28225,800
1,28226,800
1,28240,800
1,28241,800
1,28242,800
1,28243,800
1,28244,800
1,28253,800
1,28254,800
1,28255,800
1,28256,800
1,28257,800
1,28258,800
1,28100,800
1,28101,800

1,28103,800
1,28104,800
1,28105,800
1,28106,800
1,28107,800
1,28110,800
1,28116,800
1,28136,800
1,28138,800
1,28000,800
1,28001,800

1,28005,800
1,28006,800
1,28007,800
1,28008,800
1,28010,800
1,28011,800
1,28022,800
1,28023,800
1,28038,800
1,28042,800
1,28044,800
1,26200,800
1,26212,800
1,26213,800
1,26155,800
1,26158,800
1,26159,800
1,26160,800
1,26161,800
1,26100,800
1,26101,800
1,26107,800
1,26109,800
1,26110,800
1,26138,800
1,26139,800
1,26151,800
1,26007,800
1,26016,800
1,21000,800
1,21001,800
1,21002,800
1,21003,800
1,21004,800
1,21005,800
1,21006,800
1,21007,800
1,21008,800
1,21009,800
1,21010,800
1,21011,800
1,21012,800
1,21013,800
1,21014,800
1,21015,800
1,21016,800
1,21018,800
1,21019,800
1,21039,800
1,21047,800
1,21050,800
1,21051,800
1,21052,800
1,21058,800
1,13400,700
1,13401,700

1,13404,700
1,13405,700
1,13406,700
1,13407,700
1,13408,700
1,13409,700
1,13410,700
1,13411,700
1,13412,700
1,13413,700
1,13414,700
1,13415,700
1,13416,700
1,13417,700
1,13418,700
1,13419,700
1,13420,700
1,13421,700
1,13422,700
1,13423,700
1,13424,700
1,13425,700
1,13426,700
1,13427,700
1,13428,700

1,13431,700

1,13433,700
1,13434,700
1,13435,700
1,13436,700
1,13437,700
1,13438,700
1,13439,700
1,13440,700
1,13441,700
1,13442,700
1,13444,700

1,13446,700
1,13447,700
1,13448,700
1,13449,700
1,13450,700
1,13451,700
1,13452,700
1,13453,700
1,13454,700
1,13455,700
1,13456,700
1,13457,700
1,13460,700
1,13461,700
1,13462,700
1,13469,700
1,13473,700


1,13483,700
1,13485,700
1,13492,700
